only	RB	I-CONJP	False
was	VBD	B-VP	False
the	DT	B-NP	False
food	NN	I-NP	True
outstanding,	NNS	I-NP	False
but	CC	B-O	False
the	DT	B-NP	False
little	JJ	I-NP	False
'perks'	NN	I-NP	False
were	VBD	B-VP	False
great	.	B-O	False
.	.	.	False
It	PRP	B-NP	False
is	VBZ	B-VP	False
very	RB	B-ADJP	False
overpriced	VBN	I-ADJP	False
and	CC	B-O	False
not	RB	I-O	False
very	RB	B-ADVP	False
tasty	.	B-O	False
.	.	.	False
Our	PRP$	B-NP	False
agreed	JJ	I-NP	False
favorite	NN	I-NP	False
is	VBZ	B-VP	False
the	DT	B-NP	False
orrechiete	NN	I-NP	False
with	IN	B-PP	False
sausage	NN	B-NP	False
and	CC	I-NP	False
chicken	NN	I-NP	False
(usually	RB	I-NP	False
the	DT	B-NP	False
waiters	NNS	I-NP	True
are	VBP	B-VP	False
kind	JJ	B-ADJP	False
enough	RB	I-ADJP	False
to	TO	B-VP	False
split	VB	I-VP	False
the	DT	B-NP	False
dish	NN	I-NP	True
in	IN	B-PP	False
half	NN	B-NP	False
so	IN	B-SBAR	False
you	PRP	B-NP	False
get	VBP	B-VP	False
to	TO	I-VP	False
sample	VB	I-VP	False
both	DT	B-NP	False
meats)	.	B-O	False
.	.	.	False
The	DT	B-NP	False
Bagels	NNS	I-NP	True
have	VBP	B-VP	False
an	DT	B-NP	False
outstanding	JJ	I-NP	False
taste	NN	I-NP	False
with	IN	B-PP	False
a	DT	B-NP	False
terrific	JJ	I-NP	False
texture,	NN	I-NP	False
both	DT	B-NP	False
chewy	JJ	B-ADJP	False
yet	RB	B-ADVP	False
not	RB	B-O	False
gummy	.	I-O	False
.	.	.	False
Nevertheless	RB	B-ADVP	False
the	DT	B-NP	False
food	NN	I-NP	True
itself	PRP	B-NP	False
is	VBZ	B-VP	False
pretty	RB	B-ADVP	False
good	.	B-O	False
.	.	.	False
They	PRP	B-NP	False
did	VBD	B-VP	False
not	RB	I-VP	False
have	VB	I-VP	False
mayonnaise,	RB	I-VP	False
forgot	VBN	I-VP	False
our	PRP$	B-NP	False
toast,	NNS	I-NP	False
left	VBD	B-VP	False
out	RP	B-PRT	False
ingredients	NNS	B-NP	True
(ie	JJ	I-NP	False
cheese	NN	I-NP	True
in	IN	B-PP	False
an	DT	B-NP	False
omelet),	NN	I-NP	False
below	IN	B-PP	False
hot	JJ	B-NP	False
temperatures	NNS	I-NP	False
and	CC	B-O	False
the	DT	B-NP	False
bacon	NN	I-NP	True
was	VBD	B-VP	False
so	RB	B-ADJP	False
over	RB	I-ADJP	False
cooked	VBN	I-ADJP	False
it	PRP	B-NP	False
crumbled	VBD	B-VP	False
on	IN	B-PP	False
the	DT	B-NP	False
plate	NN	I-NP	True
when	WRB	B-ADVP	False
you	PRP	B-NP	False
touched	VBD	B-VP	False
it	.	B-O	False
.	.	.	False
It	PRP	B-NP	False
took	VBD	B-VP	False
half	VB	I-VP	False
an	DT	B-NP	False
hour	NN	I-NP	False
to	TO	B-VP	False
get	VB	I-VP	False
our	PRP$	B-NP	False
check,	NNS	I-NP	False
which	WDT	B-NP	False
was	VBD	B-VP	False
perfect	JJ	B-ADJP	False
since	IN	B-SBAR	False
we	PRP	B-NP	False
could	MD	B-VP	False
sit,	RB	I-VP	False
have	VB	I-VP	False
drinks	NNS	B-NP	True
and	CC	B-O	False
talk!	VB	B-VP	False
.	.	.	False
The	DT	B-NP	False
design	NN	I-NP	True
and	CC	I-NP	False
atmosphere	NN	I-NP	True
is	VBZ	B-VP	False
just	RB	B-ADVP	False
as	IN	B-PP	False
good	JJ	B-NP	False
.	.	.	False
He	PRP	B-NP	False
has	VBZ	B-VP	False
visited	VBN	I-VP	False
Thailand	NNP	B-NP	False
and	CC	B-O	False
is	VBZ	B-VP	False
quite	RB	I-VP	False
expert	NN	B-NP	False
on	IN	B-PP	False
the	DT	B-NP	False
cuisine	NN	I-NP	False
.	.	.	False
I	PRP	B-NP	False
would	MD	B-VP	False
definitely	RB	I-VP	False
recommend	VB	I-VP	False
Mary's	NNP	B-NP	False
and	CC	B-O	False
am	VB	B-VP	False
making	VBG	I-VP	False
it	PRP	B-NP	False
one	CD	B-NP	False
of	IN	B-PP	False
my	PRP$	B-NP	False
regular	JJ	I-NP	False
neighborhood	NN	I-NP	False
haunts	.	B-O	False
.	.	.	False
The	DT	B-NP	False
pizza	NN	I-NP	True
is	VBZ	B-VP	False
the	DT	B-NP	False
best	JJS	I-NP	False
if	IN	B-SBAR	False
you	PRP	B-NP	False
like	VBP	B-VP	False
thin	RB	I-VP	False
crusted	VBN	I-VP	False
pizza	.	B-O	False
.	.	.	False
My	PRP$	B-NP	False
Girlfriend	NNP	I-NP	False
and	CC	B-O	False
I	PRP	B-NP	False
stumbled	VBD	B-VP	False
onto	IN	B-PP	False
this	DT	B-NP	False
hopping	NN	I-NP	False
place	VB	B-VP	False
the	DT	B-NP	False
other	JJ	I-NP	False
night	NN	I-NP	False
and	CC	B-O	False
had	VBD	B-VP	False
a	DT	B-NP	False
great	JJ	I-NP	False
time!	.	B-O	False
.	.	.	False
He	PRP	B-NP	False
can't	MD	B-O	False
help,	MD	I-O	False
they're	RB	I-O	False
bought	VBD	B-VP	False
up	RP	B-PRT	False
so	RB	B-ADVP	False
fast	.	B-O	False
.	.	.	False
Secondly,	VBN	B-PP	False
on	IN	B-PP	False
this	DT	B-NP	False
night	NN	I-NP	False
the	DT	B-NP	False
place	NN	I-NP	False
was	VBD	B-VP	False
overwhelmed	VBN	I-VP	False
by	IN	B-PP	False
upper	JJ	B-NP	False
east	JJ	I-NP	False
side	NN	I-NP	False
ladies	NNS	I-NP	False
perfume	.	B-O	False
.	.	.	False
i	PRP	B-NP	False
have	VBP	B-VP	False
eaten	VBN	I-VP	False
here	RB	B-ADVP	False
a	DT	B-NP	False
handful	NN	I-NP	False
of	IN	B-PP	False
times,	NNP	B-O	False
for	IN	B-PP	False
no	DT	B-NP	False
reason	NN	I-NP	False
besides	IN	B-PP	False
sheer	JJ	B-NP	False
convenience	CD	I-NP	False
.	.	.	False
Obviously	RB	B-ADVP	False
run	VBP	B-VP	False
by	IN	B-PP	False
folks	NNS	B-NP	False
who	WP	B-NP	False
know	VBP	B-VP	False
a	DT	B-NP	False
pie	CD	I-NP	False
.	.	.	False
We	PRP	B-NP	False
were	VBD	B-VP	False
very	RB	B-ADJP	False
disappointed	JJ	I-ADJP	False
.	.	.	False
IT	PRP	B-NP	False
IS	VBZ	B-VP	False
DEFINITELY	RB	B-ADVP	False
SPECIAL	JJ	B-ADJP	False
AND	CC	I-ADJP	False
AFFORDABLE	JJ	I-ADJP	False
.	.	.	False
I	PRP	B-NP	False
really	RB	B-ADVP	False
liked	VBD	B-VP	False
this	DT	B-NP	False
place	CD	I-NP	False
.	.	.	False
I	PRP	B-NP	False
will	MD	B-VP	False
be	VB	I-VP	False
going	VBG	I-VP	False
back	RB	B-ADVP	False
very	RB	B-NP	False
soon	CD	I-NP	False
.	.	.	False
All	DT	B-NP	False
the	DT	I-NP	False
money	NN	I-NP	False
went	VBD	B-VP	False
into	IN	B-PP	False
the	DT	B-NP	False
interior	JJ	I-NP	False
decoration,	JJ	I-NP	False
none	NN	I-NP	False
of	IN	B-PP	False
it	PRP	B-NP	False
went	VBD	B-VP	False
to	TO	B-PP	False
the	DT	B-NP	False
chefs	.	B-O	False
.	.	.	False
The	DT	B-NP	False
seats	NNS	I-NP	True
are	VBP	B-VP	False
uncomfortable	JJ	B-ADJP	False
if	IN	B-SBAR	False
you	PRP	B-NP	False
are	VBP	B-VP	False
sitting	VBG	I-VP	False
against	IN	B-PP	False
the	DT	B-NP	False
wall	NN	I-NP	False
on	IN	B-PP	False
wooden	JJ	B-O	False
benches	.	I-O	False
.	.	.	False
I	PRP	B-NP	False
asked	VBD	B-VP	False
for	IN	B-PP	False
seltzer	NN	B-NP	False
with	IN	B-PP	False
lime,	NNPS	B-NP	False
no	DT	B-NP	False
ice	CD	I-NP	False
.	.	.	False
It	PRP	B-NP	False
was	VBD	B-VP	False
pretty	RB	B-ADJP	False
inexpensive	JJ	I-ADJP	False
too	.	B-O	False
.	.	.	False
Will	MD	B-VP	False
not	RB	I-VP	False
be	VB	I-VP	False
back	CD	B-NP	False
.	.	.	False
Don't	MD	B-O	False
go	VB	B-VP	False
alone---even	JJ	B-NP	False
two	CD	I-NP	False
people	NNS	I-NP	False
isn't	RB	B-O	False
enough	JJ	B-ADJP	False
for	IN	B-PP	False
the	DT	B-NP	False
whole	JJ	I-NP	False
experience,	NN	I-NP	False
with	IN	B-PP	False
pickles	NNS	B-NP	True
and	CC	B-O	False
a	DT	B-NP	False
selection	NN	I-NP	False
of	IN	B-PP	False
meats	NNS	B-NP	False
and	CC	B-O	False
seafoods	NNP	B-NP	False
.	.	.	False
My	PRP$	B-NP	False
suggestion	NN	I-NP	False
is	VBZ	B-VP	False
to	TO	B-VP	False
eat	VB	I-VP	False
family	NN	B-NP	False
style	NN	I-NP	False
because	IN	B-SBAR	False
you'll	NNS	B-NP	False
want	VBP	B-VP	False
to	TO	I-VP	False
try	VB	I-VP	False
the	DT	B-NP	False
other	JJ	I-NP	False
dishes	NN	I-NP	False
.	.	.	False
Best	JJS	B-NP	False
of	IN	B-PP	False
all	DT	B-NP	False
is	VBZ	B-VP	False
the	DT	B-NP	False
warm	JJ	I-NP	False
vibe,	PDT	I-NP	False
the	DT	B-NP	False
owner	NN	I-NP	True
is	VBZ	B-VP	False
super	JJ	B-NP	False
friendly	JJ	I-NP	False
and	CC	I-NP	False
service	NN	I-NP	True
is	VBZ	B-VP	False
fast	JJ	B-ADJP	False
.	.	.	False
This	DT	B-NP	False
isn't	VBZ	B-O	False
a	DT	B-NP	False
value	NN	I-NP	False
joint	.	B-O	False
.	.	.	False
Faan's	NN	B-NP	False
got	VBD	B-VP	False
a	DT	B-NP	False
great	JJ	I-NP	False
concept	NN	I-NP	False
but	CC	B-O	False
a	DT	B-NP	False
little	JJ	I-NP	False
rough	JJ	I-NP	False
on	IN	B-PP	False
the	DT	B-NP	False
delivery	JJ	I-NP	False
.	.	.	False
From	IN	B-PP	False
the	DT	B-NP	False
incredible	JJ	I-NP	False
food,	NN	I-NP	False
to	TO	B-PP	False
the	DT	B-NP	False
warm	JJ	I-NP	False
atmosphere,	NNS	I-NP	False
to	TO	B-PP	False
the	DT	B-NP	False
friendly	JJ	I-NP	False
service,	NN	I-NP	False
this	DT	B-NP	False
downtown	NN	I-NP	False
neighborhood	NN	I-NP	False
spot	NN	I-NP	False
doesn't	NN	I-NP	False
miss	VB	B-VP	False
a	DT	B-NP	False
beat	NN	I-NP	False
.	.	.	False
Great	JJ	B-NP	False
food	NN	I-NP	True
at	IN	B-PP	False
REASONABLE	NNP	B-NP	False
prices,	NNP	I-NP	False
makes	VBZ	B-VP	False
for	IN	B-PP	False
an	DT	B-NP	False
evening	NN	I-NP	False
that	WDT	B-NP	False
can't	MD	B-VP	False
be	VB	I-VP	False
beat!	.	B-O	False
.	.	.	False
Look	VB	B-VP	False
foward	JJ	B-ADJP	False
to	TO	B-PP	False
trying	VBG	B-VP	False
the	DT	B-NP	False
Ruben	NNP	I-NP	False
upon	IN	B-PP	False
returning	JJ	B-NP	False
.	.	.	False
The	DT	B-NP	False
only	JJ	I-NP	False
other	JJ	I-NP	False
steakhouse	NN	I-NP	False
that	WDT	B-NP	False
seems	VBZ	B-VP	False
to	TO	I-VP	False
hold	VB	I-VP	False
a	DT	B-NP	False
candle	NN	I-NP	False
to	TO	B-PP	False
Roth's	NN	B-NP	False
is	VBZ	B-VP	False
the	DT	B-NP	False
Strip	NNP	I-NP	False
House	NNP	I-NP	False
.	.	.	False
We	PRP	B-NP	False
usually	RB	B-ADVP	False
go	VBP	B-VP	False
to	TO	B-PP	False
the	DT	B-NP	False
Chart	NNP	I-NP	False
House	NNP	I-NP	False
to	TO	B-VP	False
celebrate	VB	I-VP	False
a	DT	B-NP	False
birthday	NN	I-NP	False
or	CC	I-NP	False
anniversary	CD	I-NP	False
.	.	.	False
this	DT	B-NP	False
little	JJ	I-NP	False
place	NN	I-NP	False
has	VBZ	B-VP	False
a	DT	B-NP	False
cute	JJ	I-NP	False
interior	JJ	I-NP	False
decor	NN	I-NP	False
and	CC	B-O	False
affordable	JJ	B-NP	False
city	NN	I-NP	False
prices	CD	B-NP	False
.	.	.	False
You'll	NNS	B-NP	False
adore	VBP	B-VP	False
it	NN	B-NP	False
.	.	.	False
Two	CD	B-NP	False
words:	JJ	I-NP	False
Free	JJ	I-NP	False
wine	CD	I-NP	False
.	.	.	False
The	DT	B-NP	False
price	NN	I-NP	True
is	VBZ	B-VP	False
reasonable	JJ	B-ADJP	False
although	IN	B-SBAR	False
the	DT	B-NP	False
service	NN	I-NP	True
is	VBZ	B-VP	False
poor	CD	B-NP	False
.	.	.	False
The	DT	B-NP	False
quantity	NN	I-NP	True
is	VBZ	B-VP	False
also	RB	B-ADVP	False
very	RB	B-ADJP	False
good,	JJ	I-ADJP	False
you	PRP	B-NP	False
will	MD	B-VP	False
come	VB	I-VP	False
out	RP	B-PRT	False
satisfied	.	B-O	False
.	.	.	False
I	PRP	B-NP	False
have	VBP	B-VP	False
been	VBN	I-VP	False
to	TO	I-VP	False
Roth's	VB	I-VP	False
twice	RB	B-ADVP	False
and	CC	B-O	False
both	DT	B-NP	False
times	NNS	I-NP	False
were	VBD	B-VP	False
very	RB	B-ADJP	False
disappointing	JJ	I-ADJP	False
.	.	.	False
Worth	JJ	B-ADJP	False
visiting	VBG	B-VP	False
the	DT	B-NP	False
1st	NNP	I-NP	False
Ave	NNP	I-NP	False
spot	NN	I-NP	False
because	IN	B-SBAR	False
it	PRP	B-NP	False
is	VBZ	B-VP	False
the	DT	B-NP	False
original	JJ	I-NP	False
store	JJ	I-NP	False
.	.	.	False
I	PRP	B-NP	False
stumbled	VBD	B-VP	False
upon	IN	B-PP	False
this	DT	B-NP	False
second	JJ	I-NP	False
floor	NN	I-NP	False
walk-up	NN	I-NP	False
two	CD	B-NP	False
Fridays	NNPS	I-NP	False
ago	IN	B-ADVP	False
when	WRB	B-ADVP	False
I	PRP	B-NP	False
was	VBD	B-VP	False
with	IN	B-PP	False
two	CD	B-NP	False
friends	NNS	I-NP	False
in	IN	B-PP	False
town	NN	B-NP	False
from	IN	B-PP	False
L.A	NNP	B-NP	False
Being	NNP	I-NP	False
serious	JJ	I-NP	False
sushi	NN	I-NP	True
lovers,	VBZ	I-NP	False
we	PRP	B-NP	False
sat	VBD	B-VP	False
at	IN	B-PP	False
the	DT	B-NP	False
sushi	NN	I-NP	True
bar	NN	I-NP	False
to	TO	B-VP	False
be	VB	I-VP	False
closer	JJR	B-ADJP	False
to	TO	B-PP	False
the	DT	B-NP	False
action	JJ	I-NP	False
.	.	.	False
Raga's	NN	B-NP	False
is	VBZ	B-VP	False
a	DT	B-NP	False
romantic,	JJ	I-NP	False
cozy	JJ	I-NP	False
restaurant	.	B-O	False
.	.	.	False
The	DT	B-NP	False
fried	JJ	I-NP	False
rice	NN	I-NP	False
is	VBZ	B-VP	False
amazing	JJ	B-ADJP	False
here	CD	B-NP	False
.	.	.	False
Three	CD	B-NP	False
courses	NNS	I-NP	True
-	:	B-O	False
choices	NNS	B-NP	False
include	VBP	B-VP	False
excellent	JJ	B-NP	False
mussels,	CC	I-NP	False
puff	NN	I-NP	False
pastry	NN	I-NP	False
goat	NN	I-NP	False
cheese	NN	I-NP	False
and	CC	I-NP	False
salad	NN	I-NP	False
with	IN	B-PP	False
a	DT	B-NP	False
delicious	JJ	I-NP	False
dressing,	NN	I-NP	False
and	CC	B-O	False
a	DT	B-NP	False
hanger	JJ	I-NP	False
steak	NN	I-NP	False
au	FW	I-NP	False
poivre	FW	I-NP	False
that	DT	B-NP	False
is	VBZ	B-VP	False
out	IN	B-PP	False
of	IN	B-PP	False
this	DT	B-NP	False
world	.	B-O	False
.	.	.	False
it's	RB	B-NP	False
a	DT	I-NP	False
perfect	JJ	I-NP	False
place	NN	I-NP	False
to	TO	B-VP	False
have	VB	I-VP	False
a	DT	B-NP	False
amanzing	JJ	I-NP	False
indian	JJ	I-NP	False
food	.	B-O	False
.	.	.	False
The	DT	B-NP	False
place	NN	I-NP	True
is	VBZ	B-VP	False
so	RB	B-ADJP	False
cool	JJ	I-ADJP	False
and	CC	B-O	False
the	DT	B-NP	False
service	NN	I-NP	True
is	VBZ	B-VP	False
prompt	JJ	B-ADJP	False
and	CC	B-O	False
curtious	NNP	B-NP	False
.	.	.	False
At	IN	B-PP	False
the	DT	B-NP	False
end	NN	I-NP	False
you're	JJ	B-VP	False
left	VBN	I-VP	False
with	IN	B-PP	False
a	DT	B-NP	False
mild	JJ	I-NP	False
broth	NN	I-NP	False
with	IN	B-PP	False
noodles	NNS	B-NP	False
that	IN	B-SBAR	False
you	PRP	B-NP	False
can	MD	B-VP	False
slurp	VB	I-VP	False
out	IN	B-PP	False
of	IN	B-PP	False
a	DT	B-NP	False
cup	NNP	I-NP	False
.	.	.	False
I	PRP	B-NP	False
just	RB	B-ADVP	False
wonder	VBP	B-VP	False
how	WRB	B-ADVP	False
you	PRP	B-NP	False
can	MD	B-VP	False
have	VB	I-VP	False
such	JJ	B-NP	False
a	DT	I-NP	False
delicious	JJ	I-NP	False
meal	NN	I-NP	True
for	IN	B-PP	False
such	JJ	B-NP	False
little	JJ	I-NP	False
money	CD	I-NP	False
.	.	.	False
The	DT	B-NP	False
food	NN	I-NP	True
was	VBD	B-VP	False
delicious	JJ	B-ADJP	False
but	CC	B-O	False
do	VB	B-VP	False
not	RB	I-VP	False
come	VB	I-VP	False
here	RB	B-ADVP	False
on	IN	B-PP	False
a	DT	B-NP	False
empty	JJ	I-NP	False
stomach	NN	I-NP	False
.	.	.	False
The	DT	B-NP	False
wine	NN	I-NP	False
list	NN	I-NP	False
is	VBZ	B-VP	False
excellent	.	B-O	False
.	.	.	False
so	RB	B-ADJP	False
garantuan	JJ	I-ADJP	False
that	IN	B-SBAR	False
you	PRP	B-NP	False
can't	MD	B-VP	False
fit	VB	I-VP	False
them	PRP	B-NP	False
in	IN	B-PP	False
a	DT	B-O	False
toaster	.	I-O	False
.	.	.	False
Ive	NNP	B-NP	False
been	VBN	B-VP	False
to	TO	B-PP	False
many	JJ	B-NP	False
Thai	JJ	I-NP	False
restaurants	NNS	I-NP	False
in	IN	B-PP	False
Manhattan	NNP	B-NP	False
before,	NNP	I-NP	False
and	CC	I-NP	False
Toons	NNS	I-NP	False
is	VBZ	B-VP	False
by	IN	B-PP	False
far	RB	B-NP	False
the	DT	I-NP	False
best	JJS	I-NP	False
Thai	NNP	I-NP	False
food	NN	I-NP	False
Ive	NNP	I-NP	False
had	VBD	B-VP	False
(except	CD	B-NP	False
for	IN	B-PP	False
my	PRP$	B-NP	False
mom's	NN	I-NP	False
of	IN	B-PP	False
course)	NN	B-NP	False
.	.	.	False
They	PRP	B-NP	False
wouldnt	VBP	B-VP	False
even	RB	I-VP	False
let	VB	I-VP	False
me	PRP	B-NP	False
finish	VB	B-VP	False
my	PRP$	B-NP	False
glass	NN	I-NP	False
of	IN	B-PP	False
wine	NN	B-NP	False
before	IN	B-PP	False
offering	VBG	B-VP	False
another	JJ	B-NP	False
.	.	.	False
I	PRP	B-NP	False
highly	RB	B-ADVP	False
recommend	VBP	B-VP	False
the	DT	B-NP	False
Sophia	NNP	I-NP	False
pizza	.	I-NP	False
.	.	.	False
Whem	NNP	B-NP	False
asked,	MD	B-O	False
we	PRP	B-NP	False
had	VBD	B-VP	False
to	TO	I-VP	False
ask	VB	I-VP	False
more	JJR	B-NP	False
detailed	VBN	I-NP	False
questions	NNS	I-NP	False
so	IN	B-SBAR	False
that	IN	I-SBAR	False
we	PRP	B-NP	False
knew	VBD	B-VP	False
what	WP	B-NP	False
the	DT	B-NP	False
specials	NNS	I-NP	True
were	CD	B-NP	False
.	.	.	False
This	DT	B-NP	False
is	VBZ	B-VP	False
a	DT	B-NP	False
consistently	RB	I-NP	False
great	JJ	I-NP	False
place	NN	I-NP	False
to	TO	B-VP	False
dine	VB	I-VP	True
for	IN	B-PP	False
lunch	NN	B-NP	True
or	CC	B-O	False
dinner	JJ	B-NP	False
.	.	.	False
Nice	NNP	B-NP	False
atmosphere,	NNP	I-NP	False
the	DT	B-NP	False
service	NN	I-NP	True
was	VBD	B-VP	False
very	RB	B-ADJP	False
pleasant	JJ	I-ADJP	False
and	CC	B-O	False
the	DT	B-NP	False
desert	NN	I-NP	True
was	VBD	B-VP	False
good	.	B-O	False
.	.	.	False
All	PDT	B-NP	False
the	DT	I-NP	False
people	NNS	I-NP	False
that	IN	B-SBAR	False
I	PRP	B-NP	False
bring	VBP	B-VP	False
there	RB	I-VP	False
go	VB	I-VP	False
back	RB	B-ADVP	False
on	IN	B-PP	False
their	PRP$	B-NP	False
own	JJ	I-NP	False
and	CC	B-O	False
bring	VB	B-VP	False
THEIR	PRP$	B-NP	False
friends!	.	B-O	False
.	.	.	False
After	IN	B-PP	False
really	RB	B-VP	False
enjoying	VBG	I-VP	False
ourselves	PRP	B-NP	False
at	IN	B-PP	False
the	DT	B-NP	False
bar	NN	I-NP	True
we	PRP	B-NP	False
sat	VBD	B-VP	False
down	RP	B-PRT	False
at	IN	B-PP	False
a	DT	B-NP	False
table	NN	I-NP	True
and	CC	B-O	False
had	VBD	B-VP	False
dinner	.	B-O	False
.	.	.	False
Fabulous	JJ	B-NP	False
service,	,	I-NP	False
fantastic	JJ	I-NP	False
food,	NNS	I-NP	False
and	CC	B-O	False
a	DT	B-NP	False
chilled	VBN	I-NP	False
out	JJ	I-NP	False
atmosphere	NN	I-NP	True
and	CC	B-O	False
environment	JJ	B-NP	False
.	.	.	False
Not	RB	B-O	False
what	WP	B-NP	False
I	PRP	B-NP	False
wanted	VBD	B-VP	False
to	TO	B-PP	False
hear	VB	B-NP	False
.	.	.	False
Try	VB	B-VP	False
the	DT	B-NP	False
lasagnette	NNS	I-NP	False
appetizer	.	B-O	False
.	.	.	False
Pricey,	JJ	B-ADJP	False
but	CC	I-ADJP	False
worth	JJ	I-ADJP	False
a	DT	B-NP	False
try,	NN	I-NP	False
at	IN	B-ADVP	False
least	JJS	I-ADVP	False
once	CD	B-NP	False
.	.	.	False
I've	SYM	B-O	False
been	VBN	B-VP	False
there	RB	B-ADVP	False
a	DT	B-NP	False
few	JJ	I-NP	False
times,	NNS	I-NP	False
and	CC	B-O	False
I	PRP	B-NP	False
usually	RB	B-ADVP	False
end	VB	B-VP	False
up	RP	B-PRT	False
sitting	VBG	B-VP	False
next	JJ	B-ADVP	False
to	TO	B-PP	False
some	DT	B-NP	False
pretty	RB	I-NP	False
odd	JJ	I-NP	False
people	CD	I-NP	False
.	.	.	False
I	PRP	B-NP	False
liked	VBD	B-VP	False
the	DT	B-NP	False
beer	NN	I-NP	False
selection!	.	B-O	False
.	.	.	False
Great	JJ	B-NP	False
food,	JJ	I-NP	False
good	JJ	I-NP	False
size	NN	I-NP	False
menu,	JJ	I-NP	False
great	JJ	I-NP	False
service	NN	I-NP	True
and	CC	B-O	False
an	DT	B-NP	False
unpretensious	NNS	I-NP	False
setting	.	B-O	False
.	.	.	False
Go	VB	B-VP	False
here	RB	B-ADVP	False
for	IN	B-PP	False
a	DT	B-NP	False
romantic	JJ	I-NP	False
dinner	NN	I-NP	True
but	CC	B-CONJP	False
not	RB	I-CONJP	False
for	IN	B-PP	False
an	DT	B-NP	False
all	DT	I-NP	False
out	JJ	I-NP	False
wow	NN	I-NP	False
dining	VBG	B-VP	True
experience	CD	B-NP	False
.	.	.	False
Can't	MD	B-VP	False
wait	VB	I-VP	False
to	TO	I-VP	False
go	VB	I-VP	False
back	.	B-O	False
.	.	.	False
I	PRP	B-NP	False
grew	VBD	B-VP	False
up	RP	B-PRT	False
eating	VBG	B-VP	False
Dosa	NNP	B-NP	True
and	CC	B-O	False
have	VB	B-VP	False
yet	RB	I-VP	False
to	TO	I-VP	False
find	VB	I-VP	False
a	DT	B-NP	False
place	NN	I-NP	False
in	IN	B-PP	False
NY	NNP	B-NP	False
to	TO	B-VP	False
satisfy	VB	I-VP	False
my	PRP$	B-NP	False
taste	NN	I-NP	False
buds	.	B-O	False
.	.	.	False
Wine	NN	B-NP	False
list	NN	I-NP	False
selection	NN	I-NP	False
is	VBZ	B-VP	False
good	JJ	B-ADJP	False
and	CC	B-O	False
wine-by-the-glass	NN	B-NP	True
was	VBD	B-VP	False
generously	RB	I-VP	False
filled	VBN	I-VP	False
to	TO	B-PP	False
the	DT	B-NP	False
top	.	B-O	False
.	.	.	False
With	IN	B-PP	False
the	DT	B-NP	False
great	JJ	I-NP	False
variety	NN	I-NP	False
on	IN	B-PP	False
the	DT	B-NP	False
menu	NN	I-NP	True
,	,	B-O	False
I	PRP	B-NP	False
eat	VBP	B-VP	False
here	RB	B-ADVP	False
often	RB	B-ADVP	False
and	CC	B-O	False
never	RB	B-VP	False
get	VB	I-VP	False
bored	VBN	B-ADJP	False
	.	B-O	False
.	.	.	False
The	DT	B-NP	False
menu	NN	I-NP	True
is	VBZ	B-VP	False
very	RB	B-ADJP	False
limited	JJ	I-ADJP	False
